opportunity_id,physical_page,page_code,page_title,frame_type,content_need,label,claimable_by,required_tags,target_words,status,match_mode,payment_eligible,analytics_id
ISSUE-TEMPLATE-P69-LOGO_2X2-10,71,P69,Help Is Here: Anna Resource Map,AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, nonprofits & help, help is here: anna resource map, ad, help, here, resource, map, nonprofits, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P69-LOGO_2X2-10
ISSUE-TEMPLATE-P69-LOGO_2X2-11,71,P69,Help Is Here: Anna Resource Map,AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, nonprofits & help, help is here: anna resource map, ad, help, here, resource, map, nonprofits, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P69-LOGO_2X2-11
ISSUE-TEMPLATE-P69-LOGO_2X2-12,71,P69,Help Is Here: Anna Resource Map,AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, nonprofits & help, help is here: anna resource map, ad, help, here, resource, map, nonprofits, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P69-LOGO_2X2-12
ISSUE-TEMPLATE-P69-NONPROFIT-TEXT-01,71,P69,Help Is Here: Anna Resource Map,TEXT,ARTICLE_OR_COPY,HELP IS HERE: ANNA RESOURCE MAP / EDITORIAL BODY,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, nonprofits & help, help is here: anna resource map, text, help, here, resource, map, nonprofits, local voices",400-800,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P69-NONPROFIT-TEXT-01
ISSUE-TEMPLATE-P70-EIGHTH-17,72,P70,"Kitchens, Makers & Markets",AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, local flavor, kitchens, makers & markets, ad, kitchens, makers, markets, local, flavor, eighth",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P70-EIGHTH-17
ISSUE-TEMPLATE-P70-EIGHTH-18,72,P70,"Kitchens, Makers & Markets",AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, local flavor, kitchens, makers & markets, ad, kitchens, makers, markets, local, flavor, eighth",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P70-EIGHTH-18
ISSUE-TEMPLATE-P70-EIGHTH-19,72,P70,"Kitchens, Makers & Markets",AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, local flavor, kitchens, makers & markets, ad, kitchens, makers, markets, local, flavor, eighth",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P70-EIGHTH-19
ISSUE-TEMPLATE-P70-EIGHTH-20,72,P70,"Kitchens, Makers & Markets",AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, local flavor, kitchens, makers & markets, ad, kitchens, makers, markets, local, flavor, eighth",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P70-EIGHTH-20
ISSUE-TEMPLATE-P70-FOOD-TEXT-01,72,P70,"Kitchens, Makers & Markets",TEXT,ARTICLE_OR_COPY,"KITCHENS, MAKERS & MARKETS / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, local flavor, kitchens, makers & markets, text, kitchens, makers, markets, local, flavor, local voices",400-800,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P70-FOOD-TEXT-01
ISSUE-TEMPLATE-P71-HOME-TEXT-01,73,P71,"Neighborhoods, Housing & New Construction",TEXT,ARTICLE_OR_COPY,"NEIGHBORHOODS, HOUSING & NEW CONSTRUCTION / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, home & neighborhoods, neighborhoods, housing & new construction, text, neighborhoods, housing, new, construction, home, local voices","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P71-HOME-TEXT-01
ISSUE-TEMPLATE-P72-SERVICES-TEXT-01,74,P72,Recommendations Answered by Local Providers,TEXT,ARTICLE_OR_COPY,RECOMMENDATIONS ANSWERED BY LOCAL PROVIDERS / EDITORIAL BODY,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, trusted services, recommendations answered by local providers, text, recommendations, answered, local, providers, trusted, services","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P72-SERVICES-TEXT-01
ISSUE-TEMPLATE-P73-CIVIC-TEXT-01,75,P73,"How Anna Works: Leadership, Boards & Plans",TEXT,ARTICLE_OR_COPY,"HOW ANNA WORKS: LEADERSHIP, BOARDS & PLANS / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, civic life, how anna works: leadership, boards & plans, text, how, works, leadership, boards, plans, civic","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P73-CIVIC-TEXT-01
ISSUE-TEMPLATE-P73-THIRD_VERTICAL-08,75,P73,"How Anna Works: Leadership, Boards & Plans",AD,AD,THIRD_VERTICAL / AD_THIRD_VERTICAL,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, civic life, how anna works: leadership, boards & plans, ad, how, works, leadership, boards, plans, civic",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P73-THIRD_VERTICAL-08
ISSUE-TEMPLATE-P74-ECONOMY-TEXT-01,76,P74,"Needs, Offers & Gaps",TEXT,ARTICLE_OR_COPY,"NEEDS, OFFERS & GAPS / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, community economy, needs, offers & gaps, text, needs, offers, gaps, economy, local voices, reported story","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P74-ECONOMY-TEXT-01
ISSUE-TEMPLATE-P75-MARKETPLACE-TEXT-01,77,P75,"Art, Products & Creative Services",TEXT,ARTICLE_OR_COPY,"ART, PRODUCTS & CREATIVE SERVICES / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, artist & maker marketplace, art, products & creative services, text, art, products, creative, services, artist, maker","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P75-MARKETPLACE-TEXT-01
ISSUE-TEMPLATE-P76-EIGHTH-21,78,P76,"Business Deals, Promos & Welcome Gifts",AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, deals & welcome gifts, business deals, promos & welcome gifts, ad, business, deals, promos, welcome, gifts, eighth",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P76-EIGHTH-21
ISSUE-TEMPLATE-P76-EIGHTH-22,78,P76,"Business Deals, Promos & Welcome Gifts",AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, deals & welcome gifts, business deals, promos & welcome gifts, ad, business, deals, promos, welcome, gifts, eighth",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P76-EIGHTH-22
ISSUE-TEMPLATE-P76-EIGHTH-23,78,P76,"Business Deals, Promos & Welcome Gifts",AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, deals & welcome gifts, business deals, promos & welcome gifts, ad, business, deals, promos, welcome, gifts, eighth",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P76-EIGHTH-23
ISSUE-TEMPLATE-P76-EIGHTH-24,78,P76,"Business Deals, Promos & Welcome Gifts",AD,AD,EIGHTH / AD_EIGHTH,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, deals & welcome gifts, business deals, promos & welcome gifts, ad, business, deals, promos, welcome, gifts, eighth",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P76-EIGHTH-24
ISSUE-TEMPLATE-P76-PROMOS-TEXT-01,78,P76,"Business Deals, Promos & Welcome Gifts",TEXT,ARTICLE_OR_COPY,"BUSINESS DEALS, PROMOS & WELCOME GIFTS / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, deals & welcome gifts, business deals, promos & welcome gifts, text, business, deals, promos, welcome, gifts, local voices",400-800,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P76-PROMOS-TEXT-01
ISSUE-TEMPLATE-P77-COMMUNITY-TEXT-01,79,P77,"Community Photos, Kind Deeds & Nominations",TEXT,ARTICLE_OR_COPY,"COMMUNITY PHOTOS, KIND DEEDS & NOMINATIONS / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, community life, community photos, kind deeds & nominations, text, photos, kind, deeds, nominations, life, local voices","700-1,200",OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P77-COMMUNITY-TEXT-01
ISSUE-TEMPLATE-P77-QUARTER-19,79,P77,"Community Photos, Kind Deeds & Nominations",AD,AD,QUARTER / AD_QUARTER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, community life, community photos, kind deeds & nominations, ad, photos, kind, deeds, nominations, life, quarter",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P77-QUARTER-19
ISSUE-TEMPLATE-P78-CONTRIBUTORS-TEXT-01,80,P78,"Stories, Photos & Art Needed",TEXT,ARTICLE_OR_COPY,"STORIES, PHOTOS & ART NEEDED / EDITORIAL BODY",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, contributor house, stories, photos & art needed, text, stories, photos, art, contributor, house, local voices",400-800,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P78-CONTRIBUTORS-TEXT-01
ISSUE-TEMPLATE-P78-LOGO_2X2-13,80,P78,"Stories, Photos & Art Needed",AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, contributor house, stories, photos & art needed, ad, stories, photos, art, contributor, house, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P78-LOGO_2X2-13
ISSUE-TEMPLATE-P78-LOGO_2X2-14,80,P78,"Stories, Photos & Art Needed",AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, contributor house, stories, photos & art needed, ad, stories, photos, art, contributor, house, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P78-LOGO_2X2-14
ISSUE-TEMPLATE-P78-LOGO_2X2-15,80,P78,"Stories, Photos & Art Needed",AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, contributor house, stories, photos & art needed, ad, stories, photos, art, contributor, house, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P78-LOGO_2X2-15
ISSUE-TEMPLATE-P78-LOGO_2X2-16,80,P78,"Stories, Photos & Art Needed",AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, contributor house, stories, photos & art needed, ad, stories, photos, art, contributor, house, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P78-LOGO_2X2-16
ISSUE-TEMPLATE-P78-LOGO_2X2-17,80,P78,"Stories, Photos & Art Needed",AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, contributor house, stories, photos & art needed, ad, stories, photos, art, contributor, house, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P78-LOGO_2X2-17
ISSUE-TEMPLATE-P78-LOGO_2X2-18,80,P78,"Stories, Photos & Art Needed",AD,AD,LOGO_2X2 / AD_LOGO_2X2,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, contributor house, stories, photos & art needed, ad, stories, photos, art, contributor, house, logo",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P78-LOGO_2X2-18
ISSUE-TEMPLATE-P79-FULL-05,81,P79,Founding Partner Full-Page Position,AD,AD,FULL / AD_FULL,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, moment keepers, founding partner full-page position, ad, founding, partner, full-page, position, moment, keepers",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P79-FULL-05
ISSUE-TEMPLATE-P80-VOICES-IMAGE-01,82,P80,Voices of Anna: Opening Essay,IMAGE,PHOTO_OR_ARTWORK,Voices of Anna: Opening Essay / HERO IMAGE,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, voices & requests for submission, voices of anna: opening essay, image, voices, essay, requests, submission, hero, local photography",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P80-VOICES-IMAGE-01
ISSUE-TEMPLATE-P80-VOICES-TEXT-01,82,P80,Voices of Anna: Opening Essay,TEXT,ARTICLE_OR_COPY,Voices of Anna: Opening Essay / KICKER + HEADLINE + DECK,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, voices & requests for submission, voices of anna: opening essay, text, voices, essay, requests, submission, kicker, headline",15-75,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P80-VOICES-TEXT-01
ISSUE-TEMPLATE-P80-VOICES-TEXT-02,82,P80,Voices of Anna: Opening Essay,TEXT,ARTICLE_OR_COPY,Voices of Anna: Opening Essay / OPENING COPY + BYLINE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, voices & requests for submission, voices of anna: opening essay, text, voices, essay, requests, submission, byline, local voices",150-450,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P80-VOICES-TEXT-02
ISSUE-TEMPLATE-P81-THIRD_VERTICAL-09,83,P81,Requests for Submission & Open Assignments,AD,AD,THIRD_VERTICAL / AD_THIRD_VERTICAL,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, voices & requests for submission, requests for submission & open assignments, ad, requests, submission, open, assignments, voices, third",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-P81-THIRD_VERTICAL-09
ISSUE-TEMPLATE-P81-VOICES-DATA-01,83,P81,Requests for Submission & Open Assignments,DATA,VERIFIED_DATA_OR_GRAPHIC,"Requests for Submission & Open Assignments / MAP, CHART OR CHECKLIST",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, voices & requests for submission, requests for submission & open assignments, data, requests, submission, open, assignments, voices, map",,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P81-VOICES-DATA-01
ISSUE-TEMPLATE-P81-VOICES-TEXT-01,83,P81,Requests for Submission & Open Assignments,TEXT,ARTICLE_OR_COPY,Requests for Submission & Open Assignments / EXPLAINER,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, voices & requests for submission, requests for submission & open assignments, text, requests, submission, open, assignments, voices, explainer",150-450,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P81-VOICES-TEXT-01
ISSUE-TEMPLATE-P81-VOICES-TEXT-02,83,P81,Requests for Submission & Open Assignments,TEXT,ARTICLE_OR_COPY,Requests for Submission & Open Assignments / RESOURCE LIST,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, voices & requests for submission, requests for submission & open assignments, text, requests, submission, open, assignments, voices, resource",100-350,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P81-VOICES-TEXT-02
ISSUE-TEMPLATE-P82-BACK-TEXT-01,84,P82,"Sources, Corrections & Disclosures",TEXT,ARTICLE_OR_COPY,SOURCES + REPORTING NOTES,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, back matter, sources, corrections & disclosures, text, sources, corrections, disclosures, back, matter, reporting",400-800,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P82-BACK-TEXT-01
ISSUE-TEMPLATE-P82-BACK-TEXT-02,84,P82,"Sources, Corrections & Disclosures",TEXT,ARTICLE_OR_COPY,CORRECTIONS + DISCLOSURES + AI USE,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, back matter, sources, corrections & disclosures, text, sources, corrections, disclosures, back, matter, use",400-800,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P82-BACK-TEXT-02
ISSUE-TEMPLATE-P82-BACK-TEXT-03,84,P82,"Sources, Corrections & Disclosures",TEXT,ARTICLE_OR_COPY,"RIGHTS, RELEASES + CONTACT",PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, back matter, sources, corrections & disclosures, text, sources, corrections, disclosures, back, matter, rights",400-800,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P82-BACK-TEXT-03
ISSUE-TEMPLATE-P83-BACK-TEXT-01,85,P83,"Contributors, Advertisers & Next Issue",TEXT,ARTICLE_OR_COPY,CONTRIBUTORS + COMMISSION LEDGER SUMMARY,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, back matter, contributors, advertisers & next issue, text, contributors, advertisers, next, issue, back, matter",400-800,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P83-BACK-TEXT-01
ISSUE-TEMPLATE-P83-BACK-TEXT-02,85,P83,"Contributors, Advertisers & Next Issue",TEXT,ARTICLE_OR_COPY,ADVERTISER INDEX,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, back matter, contributors, advertisers & next issue, text, contributors, advertisers, next, issue, back, matter",400-800,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P83-BACK-TEXT-02
ISSUE-TEMPLATE-P83-BACK-TEXT-03,85,P83,"Contributors, Advertisers & Next Issue",TEXT,ARTICLE_OR_COPY,NEXT ISSUE THEME + STORIES/PHOTOS NEEDED,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, back matter, contributors, advertisers & next issue, text, contributors, advertisers, next, issue, back, matter",400-800,OPEN,VERIFIED_QUERY,false,ANALYTICS-ISSUE-TEMPLATE-P83-BACK-TEXT-03
ISSUE-TEMPLATE-P84-BACK-IMAGE-01,86,P84,Last Look,IMAGE,PHOTO_OR_ARTWORK,LAST LOOK / FULL-PAGE PHOTO,PRESS_PASS_PHOTOGRAPHER / ARTIST / PHOTO_EDITOR,"anna texas, back matter, last look, image, last, look, back, matter, full-page, local photography",,OPEN,AI CANDIDATES + HUMAN SAVE,true,ANALYTICS-ISSUE-TEMPLATE-P84-BACK-IMAGE-01
ISSUE-TEMPLATE-P84-BACK-TEXT-01,86,P84,Last Look,TEXT,ARTICLE_OR_COPY,LAST LOOK / CAPTION + CLOSING REFLECTION,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, back matter, last look, text, last, look, back, matter, caption, closing",150-450,OPEN,EDITORIAL_SELECTION,true,ANALYTICS-ISSUE-TEMPLATE-P84-BACK-TEXT-01
ISSUE-TEMPLATE-C3-COVER-IBC,87,C3,Inside Back Cover Partner,AD,SPONSOR,INSIDE_BACK / COVER_IBC,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, back matter, inside back cover partner, ad, inside, back, cover, partner, matter, ibc",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-C3-COVER-IBC
ISSUE-TEMPLATE-C4-COVER-OBC,88,C4,Back Cover Partner,AD,SPONSOR,OUTSIDE_BACK / COVER_OBC,PRESS_PASS_WRITER / SIERRA_GRACE_EDITOR,"anna texas, back matter, back cover partner, ad, back, cover, partner, matter, outside, obc",,DRAFT_ADMIN_REVIEW,PAID_PLACEMENT,false,ANALYTICS-ISSUE-TEMPLATE-C4-COVER-OBC
